,voted
31922,0
4319,0
26649,0
11448,0
33818,0
47930,0
18941,0
52026,1
6196,0
45645,1
25343,1
1148,0
18083,1
16516,1
16677,1
11798,1
23579,0
18765,1
33328,1
25933,1
21850,0
9247,0
29682,0
5951,1
43619,1
4986,0
14369,1
15467,1
3549,1
29679,1
20882,1
25468,0
3136,1
5173,0
25880,0
3181,1
38539,1
10213,1
9149,0
28582,0
15920,0
17417,1
20131,0
52516,0
19857,1
7936,1
9266,0
53027,0
14775,1
6151,0
41108,0
1520,0
27991,0
36134,1
23938,1
48270,0
10297,0
44427,1
33021,0
13883,1
4916,1
6074,1
51837,0
20353,0
50926,1
48824,0
27923,0
7803,1
4492,0
15889,0
29201,1
24674,0
31140,0
20378,1
22455,0
19142,0
47974,1
12409,1
4601,1
51913,0
40453,1
1155,1
44406,1
36987,1
43122,0
32485,1
51129,0
28058,1
11374,0
26279,1
38279,0
47660,0
15826,0
6258,0
16023,0
11948,0
40321,1
1848,0
4937,0
4105,1
41766,0
7909,0
17475,0
195,0
48567,1
47316,0
39158,1
11145,1
5534,0
36196,0
834,1
34335,0
41384,1
37861,1
12166,0
28894,0
47477,1
43209,1
28805,0
15611,0
14516,1
3243,0
54024,0
41866,1
40685,1
1069,0
19842,1
7854,1
8040,1
15744,0
47920,1
48571,0
49643,1
17923,1
20026,0
16946,0
25733,0
11694,1
29033,0
1591,1
48657,1
12366,0
24531,0
31077,1
13792,1
2904,1
32925,0
16715,0
37565,0
16927,0
26283,0
42302,1
13468,0
33407,0
2487,1
14549,1
48680,1
29050,1
5013,0
11881,1
43387,1
44393,1
10210,0
37069,1
30311,1
24941,0
8360,0
32085,1
20484,1
9672,1
20926,0
21888,1
20861,0
50762,0
29957,0
22555,0
9621,0
35247,0
10688,0
27138,0
37966,1
13130,1
39956,0
21097,0
4411,1
23931,0
37945,0
50685,1
43229,0
39823,1
38261,0
26535,0
36887,1
9611,0
22978,1
23456,1
53451,0
3890,1
36438,0
34716,1
9573,1
28421,0
18035,1
9867,1
23813,1
40912,0
15446,1
37322,1
20596,1
23107,1
29748,0
2218,0
24656,1
13653,1
21224,1
41915,0
14895,1
39067,0
12727,1
54522,1
39841,1
50652,1
12956,1
18131,1
49511,1
43154,0
27050,0
14137,1
46004,1
38287,0
44488,0
50133,0
8000,0
48775,1
43450,1
11780,0
21546,1
5411,0
28804,1
26075,1
11256,1
22643,1
1811,1
11593,0
48160,0
15194,1
52970,1
6771,0
24599,0
25170,1
54418,1
27022,1
43065,0
36551,0
8263,0
47216,1
27391,0
27024,0
20169,1
52493,0
39264,1
17897,0
28045,1
36842,1
25722,1
21889,0
40555,0
31148,0
40937,0
42040,0
45950,1
2507,1
34499,0
17830,0
14231,1
33386,1
44630,1
24037,0
3564,1
43743,1
44804,1
47576,0
47436,0
43367,1
50154,1
9582,0
46404,0
4239,1
15256,0
52362,0
12067,1
48593,0
23725,0
28464,0
42166,0
3951,0
43110,0
22103,1
11286,1
40195,0
39338,0
45489,1
9620,1
7842,1
29649,0
35871,1
46233,0
52144,1
28882,1
40794,1
34137,0
47438,1
8332,1
29161,1
4028,0
35392,0
41266,0
17792,0
37371,1
48881,1
42127,0
24059,0
17565,1
2556,1
6526,1
49830,1
52212,0
19217,1
14321,1
29117,0
48235,0
43841,1
21907,0
5826,1
54446,0
10583,1
6574,0
50024,1
3173,1
25847,1
28944,0
17482,1
11711,1
23236,0
37258,0
16557,0
23582,0
36151,1
3518,1
35786,1
12444,1
11279,1
50149,0
28759,0
23090,1
23429,1
20681,0
35828,1
28738,1
53614,0
20057,0
15558,1
49036,1
8664,1
10229,1
4063,0
35246,1
40034,0
53570,1
8766,1
23749,0
53078,0
50712,1
38899,0
34293,1
37204,0
11517,1
44148,1
42520,1
53369,1
52101,0
33162,0
43586,1
32083,1
4860,0
22764,1
11263,1
52582,0
14450,0
37958,1
3262,0
45918,1
14217,0
27913,1
21644,1
8487,0
22825,0
46820,1
35517,0
9855,0
20572,1
34703,0
50098,1
51671,1
40720,0
16776,1
39325,0
40820,0
38570,0
49563,1
26616,1
18431,1
42777,1
1381,1
21471,0
15671,1
16105,1
7810,0
49609,1
31628,0
28418,0
30675,1
37598,0
52574,0
6369,1
43471,0
1386,1
18570,0
30241,0
44775,1
592,1
23762,0
28285,0
23811,1
41531,0
11352,1
38151,1
24236,0
22832,0
7601,1
49392,1
8685,1
50254,1
32263,0
10402,0
22026,0
38730,1
38083,0
14136,1
19878,0
735,0
39055,0
1869,0
38737,0
32874,0
34728,0
9391,1
19854,1
9637,1
24427,0
53469,0
53281,1
37497,0
42370,0
6144,1
1758,0
9912,0
34930,1
53627,0
7769,1
3674,1
12472,1
7470,1
7890,1
8999,1
16357,0
42383,1
40121,1
10942,1
39912,0
43531,1
2316,0
35302,1
15561,1
12479,1
43721,1
50611,1
49495,1
49487,1
37387,0
53930,1
21255,1
7773,0
11343,0
31056,0
41618,1
10365,1
33623,1
24776,0
19728,0
32090,0
51835,0
18723,0
29513,1
18825,1
38095,1
17674,0
12969,1
14778,1
2428,0
38167,0
22972,0
2237,1
13996,0
18676,0
36407,0
15859,0
31823,1
25603,1
7413,0
13228,1
43991,0
54630,0
37342,1
49305,0
40028,1
12127,0
14022,0
12684,1
11089,1
22912,0
36154,0
15312,0
22538,1
36055,0
48896,0
1041,0
41521,1
753,1
1644,0
36292,0
50935,1
50831,0
53778,0
51632,0
49383,1
37071,0
12047,1
20360,0
45649,1
28871,0
54327,0
5253,1
24505,1
30701,1
46151,1
35553,1
31513,1
38104,0
20757,1
34778,1
703,1
20700,0
40986,1
12356,1
47842,0
31527,0
15806,1
39722,0
23927,1
27866,0
20480,1
2392,0
8287,0
20798,0
36195,0
267,1
19307,0
25299,0
31680,0
21125,1
30711,0
32196,0
16212,0
30303,0
43298,0
17744,1
33434,0
46143,1
18178,0
34169,1
27342,0
7617,1
28613,0
31300,0
30475,1
32039,0
31949,0
24555,0
35448,1
36986,0
3694,0
6836,0
39380,0
49926,0
43882,1
24017,0
4936,1
37232,1
50358,1
6739,1
42456,1
42233,0
1483,1
36014,1
39049,1
2244,0
6508,1
11157,1
17243,1
45889,0
52882,1
2459,1
41663,0
15419,0
39653,1
10075,1
12448,1
2915,0
52669,0
20801,0
11534,1
54226,1
39813,0
22991,0
32193,0
6529,1
29155,0
9520,1
13049,1
37637,0
40083,0
54105,1
19964,1
4485,0
678,1
33679,1
20124,1
5788,1
41803,0
17159,0
46007,0
19725,0
36831,1
46749,1
33113,1
17032,0
20890,0
19667,1
14005,0
5206,1
28073,1
26157,0
3529,1
22296,1
15056,1
25849,1
26355,1
30067,1
24781,1
19514,0
32385,0
12532,1
20022,1
48127,0
36591,0
49225,1
52157,0
48362,0
41477,0
31190,1
17245,1
3077,1
32810,1
9631,1
20156,1
8372,1
48274,0
43974,0
15365,1
29381,1
53554,1
46179,0
2239,1
46847,1
48797,1
54202,0
10714,1
6076,1
26048,1
45727,0
6726,0
4449,1
8370,1
32892,1
48116,0
20453,1
6613,1
26135,1
16037,0
36749,1
34178,1
49445,1
10497,1
14814,1
30159,0
9342,1
20346,0
933,1
14485,1
51576,0
18155,0
38341,0
26755,1
10262,1
12484,0
11633,1
48168,1
38000,0
23842,1
51883,1
19523,1
24412,1
26492,1
9170,0
26119,0
5499,1
25408,1
46870,0
49550,1
40859,1
30240,1
35083,1
47149,0
6080,1
49079,1
34713,0
39132,0
2128,0
37953,1
50671,0
20949,1
40159,0
24473,1
20417,0
54563,0
44768,1
28481,0
1972,1
14470,0
3807,0
7577,1
40322,0
36187,1
36557,1
53048,0
29774,0
43312,1
38943,1
32097,0
48420,0
14486,1
16304,0
1992,0
33477,1
49666,1
27533,1
27128,1
53844,1
4947,1
946,1
265,0
19429,1
24328,0
156,1
34915,1
34873,1
6163,1
11382,1
11649,1
18612,1
27712,1
36174,1
666,0
25013,0
38257,0
12934,1
49285,1
20143,1
36570,1
50976,0
51295,1
7068,1
31087,0
44716,1
34732,1
36678,1
33255,1
13231,1
16133,1
9570,1
30285,0
2135,0
2497,1
8490,0
11007,1
13918,1
27837,1
29541,0
26592,1
1618,0
797,0
7540,0
45257,0
31874,0
52638,1
53112,1
51974,0
15250,0
11376,1
37394,0
26696,1
11141,1
8973,0
30035,0
2539,0
5036,0
39868,1
11341,1
50979,1
5940,1
11039,0
49265,1
15938,1
37284,0
10456,1
39350,1
30121,1
13985,1
48502,0
34450,1
28214,1
23830,0
42898,1
52935,1
51131,0
51876,0
30480,1
48726,0
17495,0
16043,1
54043,1
35445,1
51892,0
47369,0
43448,0
8840,0
13278,1
10614,1
26545,0
22881,1
11897,1
46654,1
14684,0
36401,1
14935,0
47206,1
21587,1
15360,1
24078,0
14001,1
2108,0
52923,0
17049,1
46784,0
1054,1
38611,1
16938,1
27790,1
41774,1
53979,0
45335,0
2026,0
43815,1
48483,0
33326,0
42825,1
42485,1
17216,1
26467,0
6903,0
10837,0
38520,1
45623,0
41610,0
26223,0
36142,1
6339,0
7028,1
13223,1
7821,1
34774,0
5836,1
34505,0
36663,1
20077,0
51080,1
8349,0
1849,1
16547,1
51088,0
23693,1
51135,1
48094,1
53796,0
16468,1
41147,0
30169,0
19077,0
22461,1
15591,1
4040,1
14366,0
30389,1
8764,1
49030,0
52528,0
38220,0
32181,0
27725,0
27993,0
5705,0
7241,1
44708,0
42815,0
38370,1
3389,1
48891,0
48594,0
14591,1
41525,0
26102,1
24707,1
53684,0
25431,0
38741,0
16025,0
14556,0
3011,0
46105,1
762,1
46122,1
50496,1
39159,1
27039,1
53348,1
4371,0
35001,0
39169,0
16871,0
17204,1
30891,0
6693,0
3591,1
54203,0
3711,1
30262,0
41870,1
37707,1
36033,0
14237,1
17425,0
48564,1
2770,0
41500,0
31033,0
27423,1
12731,0
45242,1
24146,0
54589,0
44010,0
38466,1
8810,1
18934,1
5731,1
20009,0
12112,0
14933,0
10815,0
18882,1
33962,1
38680,0
19165,0
34743,0
49319,1
1353,0
8496,0
38914,1
54510,1
20885,0
49212,0
42660,1
817,0
1969,0
8219,0
12291,0
31675,0
27117,0
5773,0
45716,0
16687,1
6702,1
51524,0
24500,0
52992,1
26400,1
12272,0
37981,1
37852,0
7929,0
28380,1
49767,1
25032,1
12880,0
39923,0
32302,0
19665,0
46232,0
11994,1
2929,0
34580,0
44584,1
40562,0
28753,1
12110,1
27132,0
15176,1
51830,0
13307,0
39395,1
27202,1
21231,0
44106,0
24834,0
38244,1
11247,1
27387,0
15382,1
26087,1
5612,1
34720,1
52654,1
50595,1
32416,1
16902,1
51190,1
21885,0
3412,1
53489,1
31976,0
48383,1
23025,1
8240,1
25263,1
28838,0
39030,0
24359,0
19507,1
50405,1
45202,1
39208,0
31020,0
25367,0
7420,0
14139,1
43905,0
26233,1
46918,1
18273,1
35011,0
7307,1
41982,0
23765,1
34269,0
35973,1
42823,0
22367,1
41020,1
35216,1
29723,0
10105,1
44443,0
15717,0
40462,1
21841,0
2579,1
54186,0
4557,0
53313,1
41838,1
20542,0
39982,0
9300,1
1466,0
6382,1
44409,1
36982,0
12019,1
51780,1
22244,0
23980,1
18498,0
8108,1
39577,1
1782,0
45643,0
21010,0
22595,0
15716,0
18629,0
42812,1
12596,0
11556,1
29793,1
3149,0
42631,1
7514,1
37136,0
45520,1
21346,1
44433,1
208,0
24157,0
8361,1
53412,1
41051,0
18563,0
53895,1
38956,0
13115,0
28955,0
45537,1
25559,0
33058,1
34808,0
20716,1
31963,0
39012,0
44395,0
51132,0
20314,1
15042,0
5747,0
52509,0
44045,0
5866,0
37802,1
16852,1
15856,1
42181,1
26890,0
4238,1
32435,1
16539,1
39864,1
8524,1
3879,1
4761,0
44091,1
1821,1
22690,0
2007,0
43589,0
41505,1
26106,1
45147,1
43041,0
41209,0
8424,0
6216,0
13603,1
47806,0
10301,1
2278,0
11630,1
4291,1
52104,1
16728,1
17606,1
52312,0
18794,1
18809,0
53937,1
4443,1
30178,1
18592,0
1176,0
38282,0
16072,0
5913,1
20116,0
36457,0
20269,0
27111,0
31405,1
13430,0
48462,1
10565,1
23436,1
34801,1
20991,0
12267,0
5974,1
17894,1
12783,0
19359,1
47992,1
40192,1
5661,1
25064,1
42231,0
27034,0
10751,1
15396,1
23529,1
51993,1
2640,1
5035,0
26943,0
31617,0
48255,0
45171,0
33039,0
12331,1
50767,1
35337,0
53863,0
8538,1
17860,1
5547,0
50072,0
33732,1
51745,0
18323,0
13271,0
48705,1
21724,0
18345,1
16188,1
20781,0
24578,1
25417,0
42749,1
27321,1
16249,0
7254,1
37717,1
319,1
39688,1
11862,0
15394,0
16831,1
3277,1
34636,1
51960,0
22190,0
15704,1
12222,1
4795,1
3471,1
36306,0
19818,1
31907,0
39309,0
35338,1
49617,1
43350,0
45599,1
35420,0
33642,0
46683,1
7920,0
23372,0
15613,0
49021,0
11787,1
16194,0
25442,1
32172,0
37882,1
34926,1
12450,0
41511,0
29185,1
53502,1
31551,1
48140,0
1380,0
34094,1
4354,0
51621,0
26336,1
32400,1
30746,1
49102,0
34357,0
38890,0
39036,1
11458,0
7106,1
357,0
33870,1
4953,1
47848,1
27611,0
12285,1
16026,0
21508,0
37366,0
3824,1
33812,1
36828,0
589,1
28836,0
10703,1
31755,0
33005,1
23434,1
34894,0
22733,0
42073,1
12509,1
52768,0
3789,1
23770,0
20110,1
44381,1
46556,0
13312,1
23185,1
8497,1
19910,0
20342,1
54530,0
37844,0
12246,1
40327,0
9656,1
18170,1
13203,1
7113,1
40699,1
2139,1
40022,0
14664,1
15279,1
24220,1
48735,1
35877,1
9725,1
28401,0
47365,0
3341,1
24491,0
47302,1
12466,1
45569,0
22016,0
15181,0
52398,0
39016,0
22992,1
43276,0
42243,0
39061,1
44115,0
16065,0
19258,0
24884,1
4339,1
13559,0
23988,1
51121,0
27075,1
44742,1
3339,0
29906,0
24370,0
20284,0
44173,0
33257,1
49673,1
28096,1
12671,1
52760,1
34,0
9143,0
32021,0
16085,0
30928,0
39494,1
50177,1
38696,0
9058,1
14325,0
46065,1
7501,0
1039,1
26128,1
51681,1
28939,0
3728,0
44499,1
43156,1
38409,1
42502,0
14560,1
2389,0
20636,0
48599,1
53117,0
8253,1
41310,1
42009,1
21816,0
22310,1
21271,1
19909,0
47563,1
26885,0
22431,0
8345,1
25169,0
41872,1
50344,1
42111,1
8053,1
26807,0
4066,0
24913,1
15682,0
30056,1
20815,1
2797,0
15218,1
21373,1
50971,0
2107,0
40732,0
45752,1
50095,1
32930,0
1123,1
38472,1
15221,0
50384,0
35135,0
6868,1
6675,1
36672,0
19786,1
46707,1
11818,0
5074,0
17487,0
32674,0
41271,0
22351,1
1842,1
8248,0
33117,1
3158,1
11469,1
30514,1
27855,1
26329,1
5240,0
27701,1
38343,1
11333,1
28976,0
16963,0
39725,0
46125,0
11067,1
44613,1
47564,0
37148,1
7447,0
11769,1
19193,0
46163,1
7387,1
41090,0
16842,0
18402,1
42376,1
54070,1
45635,1
40448,0
49182,0
53389,0
27490,1
40372,0
52507,0
1971,1
45931,1
16686,1
7283,1
23583,1
28502,1
25171,0
50429,0
13801,0
18643,0
41970,0
49679,1
21618,1
12006,1
41707,1
4059,0
8963,1
41579,0
12133,1
9279,1
33043,1
19352,0
8459,0
20611,0
52471,1
6801,0
24557,1
39764,0
12014,0
32998,1
48242,1
5119,1
13338,1
53869,0
35600,1
47468,1
19890,1
15083,0
27412,1
48320,0
47572,1
18820,1
35500,1
29496,1
4493,1
32987,1
38304,0
33082,0
21056,0
35424,0
48497,1
42728,1
47469,0
40892,0
34131,1
49049,0
2391,0
30260,0
47940,1
48676,0
29258,1
5697,0
25834,1
11672,1
20351,0
13109,1
7300,1
52035,1
18987,1
26509,1
18457,1
18417,0
14147,1
47391,0
31027,1
17727,0
7656,0
23589,1
17458,1
23155,0
5948,0
24697,1
16652,1
52744,1
33198,1
9231,1
26773,1
15164,0
53052,0
5047,1
18608,1
3489,0
3199,0
781,1
40743,0
20975,1
23038,0
53732,1
17406,0
12722,1
1082,0
29169,0
16619,1
36492,0
3683,0
15359,0
24442,1
21593,0
43685,0
10053,1
14024,0
1609,0
43111,1
39870,0
5623,1
41311,0
43353,1
20005,0
44198,1
16505,1
35293,1
27706,1
6537,1
53230,0
42654,1
13543,1
42895,0
27267,1
9060,0
25513,0
33131,1
20433,0
53644,0
9449,1
6135,1
14438,1
1445,0
14377,1
2734,0
50307,1
49313,0
28016,1
31647,0
26422,0
40395,1
20862,0
49276,1
30807,0
50080,1
11311,1
8154,0
44121,0
19534,0
32769,0
5427,0
14080,1
52361,0
42719,1
2066,1
2388,1
234,1
53426,1
18492,0
37357,1
12341,0
18862,1
18519,1
45024,0
14034,1
36763,1
31067,1
23648,0
38918,0
44450,1
28920,1
22352,1
45708,0
19376,1
25684,0
14969,1
32632,0
27312,1
41535,1
18908,1
52206,1
36599,1
53240,1
23221,1
2001,0
27168,0
47297,0
29423,1
8629,1
13910,1
35872,1
31372,1
54051,1
28860,0
36802,1
43728,0
21845,0
16808,0
31497,0
11555,1
4133,0
37384,0
10816,1
7789,0
30673,1
36656,1
2762,1
11082,1
38767,1
7641,1
23831,0
37541,1
22882,0
21655,1
2079,0
23291,1
9814,0
3935,1
48194,1
18768,0
33242,0
41365,0
41200,0
2207,1
40480,0
6109,0
34761,0
30031,1
41865,0
34953,1
22743,1
34393,0
41832,0
1901,1
54657,0
40115,1
23308,1
50647,0
43557,0
30717,0
18053,1
21955,0
25660,1
5161,1
47808,1
4890,1
22827,0
23493,1
14627,1
15510,1
27156,0
22027,1
24558,0
10050,1
13501,1
47119,0
23278,1
3023,0
31761,0
16560,1
52910,1
26752,0
19036,1
4477,1
11955,1
10069,1
37479,0
6255,1
35318,0
38928,0
2573,0
5529,1
34374,0
39735,0
2454,1
19239,0
6461,0
44898,0
39733,0
27942,0
43631,0
13584,1
49444,1
4720,0
34235,0
45333,0
20245,1
15100,0
16005,1
47217,0
28030,0
19707,0
37401,1
31047,1
44039,1
27850,1
47662,1
19957,0
6599,1
4801,1
29007,1
26247,0
10817,1
40894,1
39792,1
26536,0
38727,1
18830,1
44992,0
7239,1
158,1
36482,0
15779,1
14294,1
36748,0
51251,1
35110,0
10255,1
934,1
26115,0
30233,1
24605,0
10665,0
36371,1
13327,1
49034,1
28991,1
21442,1
30332,1
26907,1
44129,1
53134,0
12249,1
10793,1
16950,0
25480,0
20988,1
15655,0
42754,0
28622,1
43059,1
14835,1
30435,0
2634,1
28181,1
42711,1
8660,0
12116,1
29576,1
41567,1
14472,0
38462,1
30733,0
13526,1
35325,1
48804,0
34162,1
17279,0
14068,1
48882,0
53087,0
27194,0
5706,0
23662,0
2443,0
34485,0
8478,0
10750,1
9074,0
1081,0
32143,1
16381,1
679,0
49077,1
16917,1
31904,1
53340,1
24758,0
16100,1
10219,1
6808,0
42524,1
38810,0
9533,1
36921,0
45801,1
22591,0
26699,0
51683,1
22693,1
48008,1
20744,0
27756,1
48612,1
14289,1
50928,1
31082,0
22582,1
20719,0
36757,0
36010,1
45075,0
19318,0
22136,0
30068,1
37300,1
48876,1
48955,1
13125,0
5762,0
53861,0
23333,0
6795,1
12455,1
46810,0
9229,1
41454,1
18437,0
22390,0
47499,1
47329,0
6538,0
44928,1
13143,0
44029,0
9377,0
8606,0
35372,0
12841,1
52460,0
6662,1
30129,0
41589,1
18527,1
8858,0
18200,1
49062,0
31756,1
40661,0
42813,0
29869,1
33796,0
13552,0
12184,1
4451,1
16698,1
8605,0
41577,1
49882,1
20000,0
52548,1
9487,1
32808,1
6819,0
47887,1
4701,1
42340,0
5893,0
35609,1
95,1
54508,0
44373,1
42345,0
38227,0
52791,0
3919,0
5977,1
43099,0
8928,1
25180,0
891,1
47717,0
24050,0
26777,0
20502,1
29751,0
22411,1
18844,1
1512,0
5480,1
53049,1
17555,1
19795,0
51221,0
37799,1
7045,1
26757,0
48254,0
25657,0
29364,0
3388,1
38412,1
43105,0
40126,0
34722,0
39008,1
43126,1
41847,1
19673,1
25818,1
53466,1
5506,1
49523,1
2471,1
45272,1
51772,0
14016,0
53479,0
36657,1
42180,1
37666,1
27641,1
45343,1
36088,1
22736,1
25026,0
50277,1
42521,1
27384,0
47519,0
39731,1
16799,0
12773,1
17937,1
1500,0
14651,1
20609,1
39853,0
46390,0
46834,1
51643,0
6381,1
1522,0
35165,0
26025,0
30153,1
41453,0
50628,1
5279,0
40483,0
3331,0
13135,0
9689,1
38830,1
11466,1
1816,0
24533,1
9907,1
18710,1
28907,0
13292,0
44208,0
10807,0
45223,1
24715,1
23982,0
1813,1
18617,1
31716,1
47683,1
17070,1
29716,0
41696,1
8500,0
23254,1
42227,1
29035,0
46791,0
21245,0
28601,1
14652,1
7915,0
27875,0
8164,1
21620,1
22328,0
21226,0
52600,0
28459,1
39443,0
28542,0
25993,0
23157,0
25305,0
35203,0
38564,1
42567,1
3257,0
45669,0
39131,1
49796,1
52886,0
39305,1
13623,1
36699,0
33833,0
34762,1
53325,0
12358,1
2627,1
43658,1
3417,1
44639,0
52871,0
41921,0
36091,1
43482,0
46681,1
51070,1
9542,0
40901,0
39455,0
18903,0
1824,1
33118,0
28054,0
21528,1
18580,1
34939,0
52168,0
17826,0
27000,1
17893,0
49699,1
8834,1
23350,1
48123,1
6309,1
27271,0
1693,1
19940,1
7893,1
2872,1
4981,1
54055,1
50809,0
14653,1
31175,1
52540,0
772,0
33698,0
7321,1
10867,1
15604,1
44511,1
35352,0
29280,0
50604,1
38610,1
40371,0
36888,0
20995,1
17408,1
45234,0
34530,1
38540,0
11358,1
50150,1
27952,1
47575,1
45245,1
9294,0
25798,0
3157,1
42620,0
20003,1
6757,1
19122,1
27771,1
40703,1
8839,1
35154,0
2586,0
37806,0
26923,1
25708,1
6385,1
18283,0
28711,1
19248,0
40814,0
33175,0
40014,1
46611,1
14847,0
525,1
42630,0
7743,0
12470,0
52456,0
32407,1
5946,1
30596,0
44195,0
34444,0
39070,0
3089,0
15790,0
45389,0
33643,1
29577,0
8506,1
34507,0
35484,1
10765,1
1191,0
42819,1
6700,0
43295,0
29523,0
52706,0
37214,1
22726,0
33652,0
15891,1
34821,1
19436,0
13467,1
16841,1
15237,0
9026,1
2619,1
6238,1
64,0
16543,0
5172,1
26246,0
43198,0
33011,1
33881,1
775,1
8470,1
28161,1
4789,0
19139,0
53986,0
18897,1
27462,0
10686,1
30046,1
53653,0
17730,1
39652,1
48131,0
11990,1
39144,0
850,1
38025,0
16258,1
35697,0
28086,1
43162,1
34093,0
35530,1
33097,1
11543,1
19174,1
25495,1
28467,0
20474,1
49865,1
35351,0
32878,1
25857,0
10516,0
42789,1
232,1
12196,1
4419,1
15874,0
35710,0
50990,1
14883,1
16314,0
38912,0
9787,1
38663,1
15008,1
17564,1
50349,1
16257,1
16568,1
31467,1
36067,1
49393,0
22876,0
52817,0
31284,0
11257,1
45602,0
51789,0
17441,0
25186,1
41210,0
37405,1
20493,1
34176,1
224,1
32979,1
44756,1
5277,0
2018,1
39317,1
21539,0
49282,1
29678,1
43144,1
52860,1
2724,1
5601,1
48178,1
20968,0
1410,1
48760,0
18197,1
18826,1
34399,1
38118,0
16472,0
3748,0
20464,1
48910,1
48062,1
26425,1
51045,1
15288,0
41074,1
24860,1
35547,0
32779,0
16441,0
33231,0
25485,1
14819,0
51566,0
20663,1
7464,1
3764,0
26794,0
9412,0
1323,1
5897,1
38627,1
3422,0
16158,1
45372,0
53541,0
45878,1
41760,1
33748,1
14709,1
47876,1
34872,0
20021,1
23661,0
17519,1
52359,0
40001,1
53925,1
38756,1
38923,1
17721,1
38582,0
32383,1
44537,0
2115,1
37288,1
28349,0
29288,0
40692,0
5031,1
38635,0
46043,1
4932,0
31350,0
38725,0
24237,1
26682,0
5437,0
46443,1
28822,1
33849,0
7249,0
35353,0
8383,0
41268,1
27894,1
26405,1
36232,0
32735,0
6794,1
31667,0
27326,0
53239,1
53063,0
43392,0
3017,1
50007,1
48982,0
26465,1
10490,1
47446,0
40938,0
34336,0
9115,1
32481,1
20095,1
2393,0
15783,0
3568,0
5701,1
7302,1
37890,0
11686,0
11296,0
8235,0
16239,0
17318,1
3219,1
7138,1
23162,1
19748,1
49532,0
38747,0
6668,0
46685,0
51889,0
46199,0
5084,0
12060,1
14033,0
11347,1
18151,0
2963,1
35931,1
10192,0
48544,0
15103,1
35566,1
17580,0
26759,0
38273,1
29527,0
27520,0
14113,0
29607,0
37052,0
4022,0
3044,1
3679,0
27402,1
18588,0
22109,0
4252,0
28682,0
2702,1
40131,1
27232,0
83,1
22100,1
22341,0
42043,0
51716,0
14649,0
9321,1
9562,1
23786,0
38120,1
49086,1
18741,1
29631,0
3251,1
219,0
5004,1
36567,0
33619,0
53329,0
49032,0
11188,1
44236,1
5631,1
31908,1
17779,1
36820,1
24672,0
41518,1
30122,1
24140,0
29548,1
39111,1
4102,1
52250,0
25205,1
30198,1
22720,0
18558,0
21749,0
8430,1
6346,0
47942,1
27328,0
42626,0
9312,1
35512,1
16066,1
42044,0
12947,1
28679,1
14121,1
53808,0
33683,1
23171,0
17569,0
34060,0
37389,0
10674,1
49097,0
30678,1
37022,1
39696,1
30380,1
43566,0
5481,0
15648,1
42552,0
6366,0
25448,1
5209,1
53124,1
23473,1
45362,0
26876,1
7992,1
45673,0
41807,0
53429,1
21179,0
53119,0
1408,1
30229,0
52063,0
44133,0
1903,1
50308,1
30312,1
52374,0
8534,0
18895,1
2347,1
43186,1
22280,0
31459,1
46658,1
47512,1
19333,1
294,1
3988,1
42007,0
4377,1
11612,1
12560,0
545,1
25802,0
24210,0
33246,1
26666,0
17963,1
21390,0
49455,1
44025,1
13971,1
978,0
46223,1
20017,1
52315,1
32562,0
42442,0
49452,1
28922,1
50330,1
20626,1
43053,0
38623,0
12667,1
18545,0
33348,1
604,1
50556,1
51516,0
3224,1
52762,0
12646,1
40550,0
2871,1
30049,0
16326,0
52967,0
21570,0
20847,0
21369,0
41543,0
45429,1
23990,1
48815,1
43461,0
26468,0
45967,0
2452,0
53435,0
19137,0
50438,0
14158,0
25661,1
4879,1
16490,1
4922,0
16374,1
41627,0
9734,1
40543,0
40036,0
7786,0
31469,0
52098,1
25697,1
26527,0
7959,0
19999,1
49114,1
27608,1
38439,0
22144,1
30479,0
50969,1
30507,1
20530,1
33768,1
12854,0
26800,0
3308,1
46009,1
21798,1
9707,1
1332,0
8141,1
52837,0
4222,1
18755,0
5784,0
52627,1
39804,0
35074,1
12265,1
3696,0
40177,1
32233,0
48158,0
50488,1
6026,0
15971,1
24764,1
815,1
36697,1
35723,0
52732,0
11195,0
24026,1
37601,1
17948,1
1718,1
16930,1
11065,0
18566,0
6800,1
24282,0
30549,0
6914,1
33598,1
26823,0
46744,1
48509,0
24963,1
21491,1
52412,1
9374,0
31195,1
43063,0
5158,0
40658,0
25183,1
10208,1
16452,0
36000,1
44946,0
29508,0
22084,1
17172,1
51583,1
43206,1
2323,0
41969,1
1853,1
28100,0
39999,0
39552,0
14957,1
54135,0
51597,0
16041,0
41811,1
13343,0
17097,0
13545,1
43838,1
15589,0
52344,0
43213,1
41120,1
26600,0
12401,0
48349,1
42454,1
1633,1
22000,1
10221,1
25527,0
18966,1
53786,1
1113,0
40229,0
30639,0
49624,1
20868,0
44311,0
36684,1
34891,1
48433,1
51817,1
33401,0
1369,0
44043,1
33501,0
31549,0
29622,0
35749,0
22214,0
24342,0
50945,1
7348,0
37431,0
37888,0
4517,1
5724,0
21069,0
51850,0
13540,1
47286,1
26889,0
10366,0
48283,0
14593,0
3849,0
54518,0
32120,1
4810,1
1526,0
36935,1
8217,1
17309,1
41053,0
52832,1
29189,0
30508,1
44324,0
1978,1
9293,1
20806,1
39465,1
36780,1
20856,1
33725,1
18463,1
22635,1
22784,1
36884,1
47825,1
13716,1
